,startup_read,shuffle_all2all,shuffle_send,shuffle_recv,shuffle_waitall,shuffle_read,read,startup_write,shuffle_all2all,shuffle_send,shuffle_recv,shuffle_waitall,shuffle_write,write,post_write,write_std,sync_read,sync_write,sync
disable_16_8388608_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00128925,0.59039825,0.000416250000002,0.007783,0.15478775,0.7865285,1.72336175,0.0155495,0.0936862755264,0.0,0.0,0.0
disable_16_16777216_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00148325,0.3417855,0.00133275,0.006026,0.18641875,0.566433,0.95770725,0.0213725,0.0534129851845,0.0,0.0,0.0
disable_16_33554432_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00151225,0.30812075,0.0051615,0.00513525,0.24938625,0.60192025,1.06403025,0.05329575,0.0807864915257,0.0,0.0,0.0
disable_16_67108864_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001552,0.188772,0.0087355,0.002721,0.25817025,0.49307525,1.26371875,0.0569855,0.111062598098,0.0,0.0,0.0
disable_32_4194304_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00135375,1.750216,0.000920000000007,0.00269499999999,0.07376825,1.842554,2.3818465,0.06490625,0.418722050819,0.0,0.0,0.0
disable_32_8388608_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00532125,0.580719,0.000600500000001,0.00487075,0.0911825,0.695259,1.6537165,0.00866225,0.212345569162,0.0,0.0,0.0
disable_32_16777216_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010585,0.30198025,0.00189625,0.00311175,0.09241875,0.41544625,0.88779675,0.050378,0.0792518562201,0.0,0.0,0.0
disable_32_33554432_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014995,0.12738875,0.0034065,0.002735,0.13004875,0.281316,1.37330825,0.06429575,0.110476748889,0.0,0.0,0.0
disable_32_67108864_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014965,0.063446,0.00773125,0.001301,0.1357365,0.22642825,1.23378175,0.10531475,0.0975735942375,0.0,0.0,0.0
disable_64_4194304_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009475,1.56755375,0.00176625,0.00167775,0.04085375,1.620489,2.47390625,0.09174475,0.745074189569,0.0,0.0,0.0
disable_64_8388608_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00091725,0.87554575,0.00199525,0.002831,0.0438315,0.934815,1.432455,0.14753475,0.416313585943,0.0,0.0,0.0
disable_64_16777216_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00079225,0.22874525,0.002788,0.00165775,0.052139,0.29445875,1.3142175,0.11333625,0.220517338554,0.0,0.0,0.0
disable_64_33554432_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008735,0.17981325,0.0047145,0.001316,0.0698725,0.26555075,1.017709,0.1028235,0.1502301657,0.0,0.0,0.0
disable_64_67108864_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008985,0.0002175,0.00896875,0.00069725,0.07873625,0.09893725,1.1026135,0.1585555,0.116841144263,0.0,0.0,0.0
enable_4_4194304_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00084275,0.09713325,0.001685,0.04104225,0.4027665,0.66439,1.98839775,0.000251750000001,0.0442190679072,0.26107825,2.305219,2.56825875
enable_4_8388608_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00081125,0.125678,0.0047355,0.03925,0.56637825,0.86924725,2.11234125,0.00079375,0.0253798304916,0.24785725,2.3732055,2.622938
enable_4_16777216_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000763,0.1294365,0.000192749999999,0.024074,0.65268725,0.9333035,2.19633375,0.00212975,0.033814723216,0.24233175,2.4690705,2.713353
enable_4_33554432_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000779499999999,0.0734315,0.00174825,0.022519,0.9525385,1.18905475,1.96162025,0.002209,0.0298504234773,0.25882225,2.235724,2.49650675
enable_4_67108864_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075825,0.04365025,0.004972,0.01154075,0.975259,1.17514,2.121536,0.0027325,0.0454073080332,0.2582215,2.31710025,2.5769065
enable_8_4194304_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00082575,0.04939825,0.000685250000003,0.02154675,0.2132515,0.3459865,0.84552875,0.00025125,0.015589048065,0.15053175,1.713065,1.86461625
enable_8_8388608_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000789,0.05248925,0.00141975,0.02007725,0.3030085,0.445413,0.8086835,0.000765,0.0155202684217,0.1569705,1.63131275,1.78941175
enable_8_16777216_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078775,0.034401,0.00292925,0.01141725,0.345821,0.4595075,1.05694925,0.000919,0.0146811484753,0.142073,1.856176,1.999298
enable_8_33554432_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007635,0.02387725,0.0039435,0.01099725,0.48004925,0.59218775,1.04052075,0.00147125,0.0166111864204,0.1419255,1.87157975,2.01459425
enable_8_67108864_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008465,0.0105635,4.79999999998e-05,0.005925,0.49812325,0.584897,0.95885475,0.0013355,0.0105883409263,0.1452955,1.780752,1.9270065
enable_16_4194304_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078725,0.07785925,0.0007005,0.00953025,0.1178685,0.23640125,0.37736575,0.001083,0.0107951555717,0.07996925,1.583416,1.66400375
enable_16_8388608_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00082175,0.066852,0.0015035,0.010204,0.15466575,0.2670065,0.80547275,0.001895,0.0070066607501,0.0736295,1.90970375,1.9838575
enable_16_16777216_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00110225,0.0765935,0.000259750000001,0.00624175,0.188659,0.30315375,0.3122145,0.0025455,0.0124491551144,0.0882445,1.43484425,1.52367525
enable_16_33554432_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000787,0.024728,0.00317575,0.0053145,0.24550125,0.3127015,0.913657,0.00291,0.00925655496431,0.07351375,2.03012,2.10451375
enable_16_67108864_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007995,0.014317,0.004613,0.00281125,0.25620225,0.31227325,0.88656875,0.0048395,0.00769100911161,0.07328775,2.04496975,2.11869775
enable_32_4194304_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000831,0.039802,0.00165375,0.00358425,0.06780925,0.12916275,0.1295245,0.00112425,0.00405763997804,0.04253725,1.333837,1.37667675
enable_32_8388608_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00080425,0.02420475,0.00119475,0.00532925,0.09250125,0.14213475,0.42101675,0.00109,0.00470175704686,0.039834,1.512314,1.55240475
enable_32_16777216_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000834,0.01738,0.00166075,0.0031515,0.0964265,0.135595,0.49907375,0.00227325,0.00429154525442,0.037937,1.51498575,1.5532335
enable_32_33554432_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00081625,0.010345,0.0016425,0.00283825,0.13204875,0.16474525,0.87933225,0.00260625,0.0045976314343,0.037003,2.00543275,2.042719
enable_32_67108864_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000834,0.00467,0.00201725,0.0013265,0.1434425,0.16928475,0.325121,0.00385075,0.00436996473012,0.0443265,1.595607,1.6402255
enable_64_4194304_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000799,0.0133975,0.00183125,0.00243225,0.0409875,0.067928,0.42648925,0.0007455,0.00236460168261,0.01903975,1.73505625,1.75423125
enable_64_8388608_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000745,0.0092515,0.00186,0.00275175,0.04370775,0.06827475,0.62956825,0.00110125,0.00230451052858,0.0275875,1.5484285,1.57616375
enable_64_16777216_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075325,0.006613,0.00268425,0.00166325,0.0519655,0.07237525,0.47685325,0.0022505,0.00301165950114,0.0193105,1.75042475,1.769884
enable_64_33554432_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000771,0.0085295,0.004301,0.001208,0.06279275,0.0861565,0.2373065,0.00614375,0.00196454089218,0.01859,1.578899,1.59763625
enable_64_67108864_524288_1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007905,0.000166,0.008702,0.0006685,0.076182,0.09540975,0.87041975,0.00579175,0.0022557483272,0.02165625,2.0972235,2.1190225
